Epoch,AverageEpRet,MaxEpRet,MinEpRet,AverageEpCost1,MaxEpCost1,MinEpCost1,AverageEpCost2,MaxEpCost2,MinEpCost2,CumulativeCost1,CumulativeCost2,CostRate1,CostRate2,AverageLossPi,StdLossPi,MaxLossPi,MinLossPi,AverageLossQR1,StdLossQR1,MaxLossQR1,MinLossQR1,AverageLossQC1,StdLossQC1,MaxLossQC1,MinLossQC1,AverageLossQC2,StdLossQC2,MaxLossQC2,MinLossQC2,AveragePiEntropy,StdPiEntropy,MaxPiEntropy,MinPiEntropy,TotalTime
1056,-106885624,-89112034.35,-117984058.1,3691.8904,6686.15719,344.4086677,0,0,0,4462907,6406497,4222.239357,6061.018921,21421982,238676.47,22150260,20822332,3.57413E+11,3.84047E+11,2.68196E+12,76251546000,198.8473,132.79715,772.9461,64.41348,12934.37,13641.355,136434.88,639.9436,-75.80684,1.6228695,-72.28457,-80.46707,12047.87847
1057,-111263480,-89578010.23,-122675350.7,2445.19107,5436.279976,228.106717,0,0,0,4464622,6406497,4219.869565,6055.29017,21250488,255328.47,22260558,20665286,3.12558E+11,3.57839E+11,2.05033E+12,62441650000,176.03433,112.36698,700.10834,61.81904,14847.995,19669.984,151225.28,667.1831,-75.12743,1.2994851,-72.19615,-79.096985,12058.10206
1058,-113292580,-89557855.54,-124841600.6,2630.5228,5618.443958,245.3959232,0,0,0,4466504,6406497,4217.661945,6049.572238,21094246,228760.94,21788846,20506356,3.43679E+11,3.60823E+11,1.91312E+12,75016946000,181.35356,102.28082,724.5258,60.294083,12263.805,10993.622,116375.69,834.3831,-75.281906,1.4956192,-70.47869,-78.7226,12068.36593
1059,-111536120,-89818821.51,-122938117,2252.5388,5237.302315,210.1345931,0,0,0,4468236,6406497,4215.316981,6043.865094,20913398,233754.75,21504428,20028810,2.58323E+11,2.86968E+11,1.67094E+12,68855320000,151.69107,84.42311,586.91473,49.137238,10581.499,13783.162,158280.97,614.63385,-74.47505,1.6868957,-69.47059,-79.64724,12079.01788
1060,-114859800,-89974116.25,-126496304.9,3839.2429,6820.858844,358.1548716,792.2952,792.2952,792.2952,4470226,6407289.5,4213.219604,6038.915646,20764938,232572.27,21296458,20211830,2.69944E+11,2.76955E+11,1.31466E+12,65524646000,160.5497,92.16533,585.5897,50.899147,12869.925,23162.62,171337.84,534.4318,-73.41156,1.4353447,-68.81135,-77.63193,12089.2394
1061,-109305760,-89797905.36,-120510239.8,2248,5226.478413,209.7111781,0,0,0,4471731,6407289.5,4210.669492,6033.229284,20682844,226313.88,21315526,19977934,2.61007E+11,2.7699E+11,1.42063E+12,70228930000,155.1519,88.282005,557.9588,48.450672,5581.8813,4761.3735,49035.605,50.88602,-73.25014,1.3349347,-69.98072,-76.88472,12100.11529
1062,-109889860,-90361943.49,-121123288.3,3948.69214,6924.04303,368.3651604,0,0,0,4473287,6407289.5,4208.172154,6027.553622,20614640,197940.38,21172622,20011360,2.52294E+11,2.8083E+11,1.63981E+12,62738514000,153.39468,89.34625,507.4292,41.081577,5731.924,6561.104,49845.664,185.58096,-72.751976,1.3507491,-69.13353,-76.71255,12110.24613
1063,-119097430,-91498509.92,-131007397.9,2088,5060.233343,194.7851156,0,0,0,4475719,6407289.5,4206.50282,6021.888628,20494992,207965.3,21022816,19965136,2.64667E+11,2.9433E+11,1.65454E+12,67929854000,150.17218,99.48611,800.9926,41.23369,5824.0176,5698.8755,56517.633,96.67768,-73.10227,1.5049222,-68.84381,-77.8677,12120.7335
1064,-123948280,-92603694.45,-136207725,2737.8223,5706.948041,255.4056672,0,0,0,4478605,6407289.5,4205.262911,6016.234272,20430540,214647.03,20948344,19732766,2.62658E+11,2.83382E+11,1.42054E+12,62174134000,156.42499,99.56744,592.2925,33.73455,5924.5557,7441.2505,57379.89,12.545111,-73.3914,1.2325355,-69.85565,-77.42721,12131.28845
1065,-122795650,-93630062.56,-134953857.8,3454.0092,6420.037251,322.2172324,0,0,0,4481268,6407289.5,4203.816135,6010.590525,20443032,210694.55,20987426,19948584,2.71691E+11,2.96959E+11,1.89234E+12,63685460000,144.64731,85.34324,613.93695,36.945004,4843.7026,3785.528,20245.346,3.1098073,-73.964264,1.4830846,-71.05958,-78.84648,12141.82172
1066,-118115120,-94566014.47,-129907261.7,2257.69877,5220.639012,210.6159559,0,0,0,4483538,6407289.5,4202.003749,6004.957357,20412556,227071.56,21003344,19813638,3.29854E+11,3.73157E+11,1.85253E+12,64921776000,148.45871,104.863174,760.30286,45.08287,6047.2173,6645.753,54501.594,55.650105,-72.3012,1.3740302,-68.42653,-77.043175,12153.06427
1067,-116102500,-95786245.63,-127728975.5,1992.50576,4952.368043,185.8766594,0,0,0,4485678,6407289.5,4200.073034,5999.334738,20331678,256174.34,21043062,19474924,2.65924E+11,2.66157E+11,1.34709E+12,62184770000,130.41156,78.54255,537.16077,38.478725,4013.669,3092.9478,14747.349,55.234608,-71.34506,1.29525,-68.10767,-74.78512,12163.77415
1068,-115608470,-96480951.51,-127183379.3,2495,5451.794142,232.7532871,0,0,0,4487806,6407289.5,4198.134705,5993.722638,20274392,202845.38,20812310,19728304,2.826E+11,2.9517E+11,1.67487E+12,62402070000,143.71095,100.52065,667.03687,39.640038,3675.0305,3388.2893,26061.062,0.27279273,-71.14553,1.2920722,-68.102974,-75.16748,12174.11225
1069,-119304860,-97597625.54,-131142924.2,2388.58176,5342.317547,222.8257539,0,0,0,4490233,6407289.5,4196.479439,5988.121028,20232932,226741.23,20972210,19607780,2.6456E+11,2.94067E+11,2.18552E+12,64348754000,129.57985,88.815796,637.5947,35.731915,3469.7017,2883.7258,13582.623,2.1704671,-70.63212,1.4047823,-66.4079,-74.93257,12185.34101
1070,-132847080,-99491116.75,-145687672,2560,5510.687188,238.8169999,0,0,0,4493956,6407289.5,4196.037348,5982.529879,20118828,244636.9,20693216,19418744,3.26868E+11,3.9935E+11,3.15073E+12,68045083000,129.56339,92.49675,711.2778,31.912983,3545.8062,3246.7944,23533.176,0.284034,-70.19593,1.3385015,-67.04834,-73.47679,12196.21537
1071,-124699880,-99734741.36,-136914461.3,2928,5875.648314,273.1469437,0,0,0,4496921,6407289.5,4194.888993,5976.94916,19992940,204637.66,20637718,19519062,2.66656E+11,3.27465E+11,1.66114E+12,59090526000,114.4736,71.549324,493.242,34.19995,3667.9697,3478.8894,23045.691,10.399191,-69.196686,1.4630632,-65.09991,-72.56914,12207.6624
1072,-127777820,-99862039.48,-140209332.1,2929,5873.619132,273.2402316,0,0,0,4500180,6407289.5,4194.016775,5971.378844,20022150,231215.45,20638476,19342296,3.72817E+11,4.3564E+11,2.29979E+12,69822910000,128.97769,88.19162,517.8782,32.38582,3376.8926,2922.8398,16792.71,21.837408,-65.1325,1.7169033,-61.20141,-68.77992,12218.82271
1073,-128315576,-99748415.28,-140773352.7,3646.65305,6588.252664,340.1885708,0,0,0,4503481,6407289.5,4193.185289,5965.818901,20092344,190106.67,20788044,19597796,2.84415E+11,3.62971E+11,2.34967E+12,59052925000,113.112656,74.17927,431.40918,33.076294,3098.1472,2964.845,21772.213,0.27268705,-63.31667,1.4827286,-59.24435,-67.58001,12230.12263
1074,-131251230,-100778277.5,-143915394.3,2896.01372,5834.603447,270.1630111,0,0,0,4507040,6407289.5,4192.595349,5960.269302,20028982,227438.42,20640324,19411418,3.60763E+11,4.74269E+11,3.04928E+12,66814312000,109.35519,66.09808,487.18277,35.31153,5806.221,10072.563,68575.63,0.26254204,-62.447617,1.2508525,-58.647343,-65.81521,12241.00309
1075,-125903120,-101987311.9,-138151732.6,2918,5853.58944,272.2140648,0,0,0,4510140,6407289.5,4191.579926,5954.730019,20081754,208664.75,20765444,19593616,3.50884E+11,4.57789E+11,2.64492E+12,75061650000,110.516205,82.10499,476.362,32.102585,4617.0107,7667.2935,62831.883,0.25249374,-62.027462,1.241411,-58.963375,-65.21624,12252.49678
1076,-127313420,-103542870,-139654024.2,2646,5578.598724,246.8397585,0,0,0,4513357,6407289.5,4190.675023,5949.201021,20254108,207123.33,20827714,19809024,3.6758E+11,4.53222E+11,2.66861E+12,70596810000,109.09507,69.375755,453.78873,27.523155,3926.4778,6614.377,52661.19,4.640464,-60.8121,1.5580112,-57.01272,-65.26283,12263.40423
1077,-140717800,-104333050.9,-154051073.4,3341.65121,6271.268758,311.7355925,0,0,0,4517829,6407289.5,4190.935993,5943.682282,20350546,224423.89,20963344,19789358,3.3916E+11,4.46667E+11,2.45539E+12,65646220000,99.55502,62.906273,358.4969,30.959068,3684.4656,6146.7007,50083.99,0.24706902,-61.764244,1.2996042,-56.5962,-65.507706,12274.61117
1078,-122698990,-104506548.4,-134665505,3111,6037.645881,290.2186277,0,0,0,4520620,6407289.5,4189.638554,5938.173772,20433610,217700.47,21033794,19881356,3.63189E+11,4.23171E+11,2.07844E+12,60903215000,101.83014,59.574265,427.28168,26.131004,3526.804,6938.688,50658.09,0.24475762,-63.100567,1.478954,-59.562397,-68.62086,12285.26832
1079,-125630900,-105209202.2,-137803867.4,2707,5630.683694,252.5303199,0,0,0,4523672,6407289.5,4188.585185,5932.675463,20457518,229233.1,21320838,19844980,3.54305E+11,4.84259E+11,2.64766E+12,66307404000,102.64672,74.6836,415.31042,28.345554,3386.397,6402.682,49070.035,0.24182524,-64.07597,1.6625018,-59.214832,-69.0523,12296.28016
1080,-120503170,-105458453.4,-132277477.7,2183,5103.730955,203.6474652,0,0,0,4526244,6407289.5,4187.089732,5927.187327,20427052,234738.45,21326536,19726810,3.40827E+11,4.51197E+11,2.07477E+12,58833166000,97.43555,61.98611,315.1072,24.67905,2794.3813,4898.9995,44747.766,0.2363491,-65.55916,1.532284,-58.99345,-69.32376,12307.54116
1081,-134693920,-105804861,-147520216.9,2525.13605,5442.923684,235.5646156,0,0,0,4530117,6407289.5,4186.799445,5921.709335,20463280,222305.1,21246586,19786688,3.38685E+11,4.02398E+11,1.97935E+12,67857818000,91.74667,59.146626,338.37268,24.37233,1018.42163,2720.1433,33706.69,0.22601567,-65.91537,1.6413527,-60.371346,-69.94862,12318.6345
1082,-135638860,-105584224,-148522615.7,2220,5134.853702,207.0991171,0,0,0,4534110,6407289.5,4186.620499,5916.241459,20468240,243177.36,21113818,19859766,3.66681E+11,4.82064E+11,2.92684E+12,63303184000,91.216095,55.08367,294.1445,19.45662,2214.5781,6070.239,40011.62,0.21820042,-65.320984,1.2318496,-62.32992,-69.279076,12329.57532
1083,-140864130,-107441104.3,-154126811.8,18585.493,21497.42213,1733.801438,0,0,0,4538553,6407289.5,4186.857011,5910.783672,20462480,252154.89,21138674,19835306,3.81301E+11,4.73735E+11,2.23137E+12,75854220000,89.345,57.086864,294.92108,23.7181,2421.6301,6043.144,37892.75,0.21842727,-65.59005,1.2709609,-62.746624,-68.7518,12340.78436
1084,-131930530,-108354835,-144509047.2,2813.19305,5722.206935,262.4368455,0,0,0,4542178,6407289.5,4186.339171,5905.335945,20583290,228809.14,21193406,20003738,3.80501E+11,4.61172E+11,2.63114E+12,70312210000,82.74581,60.29198,396.1414,23.170273,2438.9812,6091.91,33565.156,0.21560751,-66.6982,1.3100473,-63.072334,-70.44271,12351.75815
1085,-135296600,-108974592.7,-148114573.5,4452.4285,7358.536439,415.3576628,0,0,0,4546101,6407289.5,4186.096685,5899.89825,20662136,212529.3,21224950,20050960,3.51345E+11,4.6079E+11,2.42304E+12,63700020000,86.66947,62.437504,430.37363,23.062714,956.03394,2721.2573,30448.33,0.2171483,-67.530975,1.2397329,-64.33286,-70.41278,12362.57791
1086,-135882610,-110540154.8,-148731357.5,1745,4648.211263,162.7873691,0,0,0,4550075,6407289.5,4185.901564,5894.470561,20712728,238289.6,21279192,20177598,3.36988E+11,4.16066E+11,2.17179E+12,62268030000,82.5669,53.900154,279.53708,17.258587,1984.28,6194.8984,45988.848,0.21380268,-66.667435,1.4010442,-63.62475,-70.99374,12373.44789
1087,-131478960,-112748064.7,-143983885,1797,4697.323827,167.6383394,0,0,0,4553664,6407289.5,4185.352941,5889.052849,20765820,216563.05,21306144,20159428,3.57481E+11,4.45633E+11,2.01513E+12,62295900000,81.78854,63.86847,414.55753,20.137407,1423.4285,4026.2424,30422.502,0.21346356,-66.10608,1.4947283,-62.22058,-69.85347,12384.30086
1088,-133620790,-115345040.5,-146273443.4,3536.8756,6434.321201,329.947664,1069.3893,1069.3893,1069.3893,4557395,6408358.5,4184.935721,5884.626722,20849590,198469.81,21401710,20327730,3.23164E+11,4.04584E+11,1.77528E+12,65614480000,70.53461,45.86093,247.46494,19.995169,1330.0728,3814.1177,31051.908,0.21607664,-65.490364,1.3539574,-62.28579,-68.489006,12395.00058
1089,-127199460,-116064913.9,-139356918.5,2589.9787,5484.555256,241.6136496,0,0,0,4560584,6408358.5,4184.022018,5879.227982,21004430,233401.86,21587016,20292434,3.42427E+11,4.63612E+11,2.81047E+12,63951220000,83.504875,62.722237,367.67532,21.36176,1572.9673,5233.286,32552.008,0.21355331,-65.9043,1.1376438,-62.704765,-68.873665,12405.34491
1090,-156136580,-117137237.4,-170453894.7,1974,4865.716663,184.150296,1170.2472,1170.2472,1170.2472,4566363,6409529,4185.48396,5874.912007,21057342,242519.86,21602746,20387082,4.27701E+11,5.94945E+11,3.72111E+12,54087913000,86.02244,63.01125,403.73276,23.251537,1651.6772,5079.041,29702.406,0.21143866,-65.165924,1.3411593,-61.727562,-69.86466,12415.63047
1091,-141983170,-119195830.6,-155224834.7,2296,5184.865892,214.1889968,0,0,0,4570944,6409529,4185.846154,5869.532051,21067622,217486.73,21709870,20508408,3.66092E+11,4.6642E+11,2.48013E+12,63064646000,74.132225,47.55246,279.49246,24.143988,1368.039,4673.976,30417.314,0.21232846,-65.96066,1.2486713,-63.101223,-69.189964,12426.7102
1092,-150536960,-121305297.3,-164408071.4,1940,4826.024214,180.9785078,230.74908,230.74908,230.74908,4576343,6409759.5,4186.956084,5864.372827,21197816,220047.58,21769840,20695196,3.56973E+11,4.26654E+11,2.01285E+12,54529110000,76.72357,67.310165,615.9585,20.627462,3492.295,10348.466,64618.285,0.20406784,-65.8406,1.3505443,-62.556503,-69.12368,12437.28123
1093,-148127140,-121865989,-161804529.1,1539,4422.191601,143.5700636,0,0,0,4581516,6409759.5,4187.857404,5859.01234,21291354,203837.4,21809212,20673628,3.18312E+11,4.65512E+11,3.2589E+12,61763580000,71.85796,52.83339,323.56064,17.245594,1770.0587,6507.7085,59946.457,0.206777,-65.9236,1.3902403,-62.520668,-69.47975,12448.30413
1094,-161660210,-123185470,-176341056.1,2350,5230.368024,219.2265429,0,0,0,4587940,6409759.5,4189.899543,5853.661644,21366380,224555.12,22003014,20823228,4.24196E+11,5.00726E+11,3.26698E+12,63771136000,92.44379,83.12823,742.78815,20.477003,1530.7406,4535.5693,32512.465,0.20619357,-64.248535,1.4686074,-60.86135,-68.14218,12458.97114
1095,-162953820,-127240141.4,-177719152.9,2448,5325.553453,228.3687562,170.52472,170.52472,170.52472,4594430,6409930,4191.998175,5848.476277,21429950,217220.05,22007114,20821368,3.66022E+11,5.21943E+11,3.19254E+12,54584390000,87.35664,77.09956,545.61896,21.978033,1969.0172,7419.2188,60776.688,0.20910917,-62.80467,1.6798569,-58.495262,-67.295456,12470.56766
1096,-146168180,-129887089.6,-159660532.4,2518,5392.747859,234.8989085,0,0,0,4599388,6409930,4192.696445,5843.144941,21488420,272899.62,22234028,20628878,3.61832E+11,4.25088E+11,1.87034E+12,58471817000,97.64688,104.76715,746.4247,18.975208,1962.1034,6889.691,56832.527,0.20712553,-59.976772,1.6220709,-55.689075,-64.23708,12481.68251
1097,-152930200,-131128367.7,-166917775.3,3869.44882,6741.400036,360.9727182,15.064082,15.064082,15.064082,4604997,6409945,4193.986339,5837.836976,21582312,237838.97,22103378,20886914,3.80924E+11,5.34631E+11,3.07776E+12,60065900000,90.073265,91.17036,681.566,17.967121,4149.83,11347.003,80861.27,0.20293859,-56.656193,1.5542475,-53.64899,-61.971497,12492.70438
1098,-174432240,-130021681.7,-190021895.3,3161,6030.163492,294.8830222,2019.9547,2019.9547,2019.9547,4612485,6411965,4196.983621,5834.363057,21599818,228966.97,22380404,21087826,3.87109E+11,4.88511E+11,2.03189E+12,62801535000,89.48646,83.372604,532.4297,18.278101,3116.8362,9940.186,52726.73,0.20336655,-53.38539,1.9956013,-48.90342,-58.608192,12503.63123
1099,-166338910,-129971632.4,-181308457.7,4561.0858,7427.470461,425.4940731,1246.0192,1246.0192,1246.0192,4619281,6413211,4199.346364,5830.191818,21729636,214276.61,22351440,21186604,3.16996E+11,4.31711E+11,2.25071E+12,59938894000,87.212776,79.85208,488.26038,19.134073,2789.3862,9475.224,69946.375,0.20259854,-52.046093,1.3598782,-48.84249,-55.726646,12514.34449
1100,-144146850,-129487725.8,-157437710,4869.97017,7733.584864,454.3092445,0,0,0,4624065,6413211,4199.877384,5824.896458,21800330,230298,22358450,21202564,4.19847E+11,5.00853E+11,3.1878E+12,69649375000,108.25426,98.32588,720.2496,20.794231,2662.0613,7652.322,46328.836,0.20328876,-49.15111,1.7688049,-43.970814,-53.75818,12525.20361
1101,-157255600,-128489354.8,-171518491.9,4388.58497,7249.438533,409.4018346,1702.0973,1702.0973,1702.0973,4629936,6414913.5,4201.393829,5821.155626,21823370,215257.92,22337740,21202088,3.5737E+11,4.78184E+11,2.35222E+12,61143433000,95.665955,85.05251,469.7527,22.545307,1887.0719,5967.2397,44024.01,0.20614816,-48.482155,1.4901451,-45.12111,-53.01497,12536.04444
1102,-197990500,-126262973.7,-215299870.1,4805,7663.101239,448.2483143,35310.88,35310.88,35310.88,4638051,6450224,4204.941976,5847.891206,21947020,240598.45,22644394,21345848,4.28112E+11,4.82101E+11,2.4799E+12,61539170000,123.023285,125.51168,1045.6621,24.975231,1298.2555,4819.9316,44316.23,0.20734654,-46.480038,1.5400573,-41.958206,-50.948723,12546.5447
1103,-176901920,-131026351.6,-192615643.4,6021.682686,8877.04038,561.7500756,29825.69,29825.69,29825.69,4644035,6480050,4206.553442,5869.610507,21980820,226537.42,22505280,21363834,3.54126E+11,4.64908E+11,2.66321E+12,59739967000,98.43033,83.744064,489.05902,26.409752,2918.2363,9157.224,46514.7,0.20346391,-44.607628,1.4047832,-41.40895,-48.399048,12557.73232
1104,-147284060,-129713275,-160761752.7,5577.934786,8430.557687,520.3537701,367.2943,367.2943,367.2943,4649078,6480417,4207.310407,5864.630769,22097214,223696.28,22718770,21484120,3.11916E+11,3.7349E+11,1.93836E+12,60679365000,103.85561,113.29113,1070.8478,18.268198,1862.1138,6806.9326,48742,0.20880829,-43.51012,1.4285226,-40.584824,-48.73109,12568.99126
1105,-137474320,-127998085.7,-150203389.3,4135,6984.896831,385.7454276,0,0,0,4653216,6480417,4207.24774,5859.32821,22146616,216060.11,22742988,21641418,3.73736E+11,4.58751E+11,2.57548E+12,67597840000,108.15931,103.619774,888.9011,23.270681,2358.586,8738.619,54022.082,0.2045653,-42.977573,1.5205171,-38.51508,-47.2731,12580.0156
1106,-140758910,-124488773.2,-153722639.5,8188.9862,11036.16566,763.9332488,120.39885,120.39885,120.39885,4657579,6480537.5,4207.388437,5854.144083,22168830,199825.6,22794124,21656066,3.80616E+11,4.27252E+11,1.76841E+12,64705253000,101.70355,89.584206,731.1301,22.453356,2317.8887,8363.037,50848.79,0.20430674,-41.203514,1.4037724,-36.80528,-44.214424,12591.64995
1107,-142153630,-121686728,-155210173.1,9861.221,12705.69175,919.9325058,487.9132,487.9132,487.9132,4662096,6481025.5,4207.66787,5849.300993,22107054,210071.34,22688886,21536194,3.55166E+11,4.29016E+11,1.94504E+12,60620130000,107.27682,104.76434,840.0889,29.48537,995.89764,3570.381,34357.43,0.20550823,-41.15422,1.490261,-36.61999,-45.09558,12602.34615
1108,-131254510,-120718216.8,-143480809.3,7090.01855,9931.789234,661.4128749,0,0,0,4665631,6481025.5,4207.061317,5844.026601,22109832,216661.5,22685132,21597908,3.35609E+11,4.03269E+11,1.84537E+12,55127253000,115.77225,120.26048,744.28436,24.066107,842.1814,3515.681,31803.521,0.2113849,-42.290264,1.2420018,-39.017258,-46.193253,12613.29888
1109,-124522900,-118627894.3,-136231943.4,7835.3574,10674.43663,730.943964,0,0,0,4668560,6481025.5,4205.90991,5838.761712,22045522,176272.25,22465928,21600244,2.98021E+11,3.70998E+11,2.00865E+12,60392006000,99.11199,79.04112,540.29407,21.12922,599.2593,2220.6577,30286.67,0.21432684,-40.86317,1.5026476,-37.626785,-45.32968,12623.79482
1110,-241166610,-114009662.6,-261622430.7,19898.066,22734.46236,1856.248604,173469.67,173469.67,173469.67,4674319,6654495,4207.307831,5989.644464,22003834,194524.75,22564332,21502826,3.19163E+11,4.55555E+11,3.05764E+12,51895837000,110.40288,99.71653,582.7739,26.761719,1168.427,3672.595,28330.863,0.21900222,-39.03432,1.2771286,-36.1419,-43.67606,12633.7711
1111,-124104216,-110519975.1,-135758408.1,10867.0132,13700.73525,1013.760739,0,0,0,4677199,6654495,4206.114209,5984.258094,21960504,207837.7,22704544,21478726,2.85372E+11,3.62195E+11,1.71396E+12,55987170000,109.90167,80.29138,506.62827,31.596992,1195.1453,3734.156,26939.426,0.22411665,-38.799107,1.2948623,-35.859688,-42.537727,12644.53778
1112,-124231030,-108860944.9,-135883124.9,41988.623,44819.67927,3917.030069,0,0,0,4680085,6654495,4204.928122,5978.881402,21938632,195167.8,22511174,21446740,2.86722E+11,3.61383E+11,2.10313E+12,57458483000,100.87256,71.58677,527.4058,33.76476,1725.6641,4075.49,26564.227,0.2349088,-37.851437,1.4255257,-33.981934,-40.96348,12655.27396
1113,-116126030,-107655386.7,-127157977.2,27561.844,30390.243,2571.186288,0,0,0,4682218,6654495,4203.068223,5973.514363,21933690,178950.12,22395404,21441048,3.75348E+11,4.40992E+11,1.81578E+12,67543626000,119.367195,83.28267,437.3954,35.689945,1875.4224,2717.736,15306.07,0.2538564,-36.548553,1.5382371,-32.565212,-40.146824,12666.29316
1114,-119705176,-106516395.6,-130994369.2,24012.931,26838.68119,2240.11568,0,0,0,4684685,6654495,4201.511211,5968.156951,21912750,192457.19,22422044,21437126,2.94837E+11,4.01451E+11,2.6185E+12,56004600000,109.35072,70.17952,586.7863,33.134926,2291.6165,4102.498,36097.76,0.2664859,-36.69147,1.6244878,-32.608078,-41.073574,12677.0612
1115,-127771950,-104931993.8,-139655412.3,31965.03,34788.13984,2981.950222,546.5486,546.5486,546.5486,4687914,6655041.5,4200.639785,5963.298835,21944494,174379.08,22359898,21506428,3.42768E+11,3.86224E+11,1.8596E+12,56437563000,115.73947,72.13662,409.4965,35.228027,3111.62,4236.05,29077.535,0.27084804,-37.79872,1.3535273,-34.6767,-41.41326,12687.86598
1116,-122368570,-104450306.4,-133834914.8,12853.3047,15673.78261,1199.057683,0,0,0,4690614,6655041.5,4199.296329,5957.960161,22026842,181446.25,22534040,21531370,2.67831E+11,3.22005E+11,1.75269E+12,62620690000,106.962234,56.991207,351.69806,38.748287,3414.6694,4165.6123,25369.836,0.2845383,-38.09487,1.4506835,-34.146877,-43.1383,12699.41426
1117,-121387030,-104313106.3,-132768340,26233.977,29051.83138,2447.312376,0,0,0,4693283,6655041.5,4197.927549,5952.631038,21979898,169030.6,22481776,21482518,3.25139E+11,4.34983E+11,2.31176E+12,52861650000,119.47496,73.99577,467.317,44.203384,3980.193,5820.0723,32353.432,0.2829118,-38.814674,1.5320591,-35.35451,-42.607292,12711.05959
1118,-118923096,-96960971.91,-130108118,30731.682,33546.92121,2866.893788,0,0,0,4695722,6655041.5,4196.355675,5947.311439,22025154,193682.73,22505660,21466436,3.16422E+11,3.66702E+11,1.75053E+12,65251545000,112.16152,60.122902,412.22833,44.319954,4313.683,5154.4478,32898.406,0.2844002,-41.34487,1.7129124,-36.745113,-45.282,12721.88776
1119,-119516590,-96394250.49,-130734955.4,19579.04,22391.67239,1826.487342,0,0,0,4698193,6655041.5,4194.815179,5942.001339,22060938,180088.86,22660196,21463856,3.38829E+11,4.01012E+11,2.33396E+12,69647450000,128.50772,73.147285,502.15784,49.322838,4804.056,6740.83,41484.664,0.28088963,-42.89739,1.578765,-38.696903,-47.261673,12733.07839
1120,-117191030,-96043059.09,-128223609.5,6701.5399,9511.573782,625.1725211,0,0,0,4700448,6655041.5,4193.084746,5936.700714,22071140,180760.34,22520998,21609884,3.9139E+11,4.55219E+11,2.28709E+12,62855447000,135.37247,68.33545,436.97186,53.087166,3903.0632,4802.962,27422.111,5.2885566,-44.41555,1.5018798,-40.47187,-50.172623,12744.29682
1121,-121574850,-96292348.49,-132925491.4,37851.957,40659.40066,3531.129224,0,0,0,4703119,6655041.5,4191.728164,5931.409537,22218778,194918.03,22806080,21620840,3.16272E+11,3.88911E+11,2.06578E+12,64837010000,144.88734,62.94747,401.37933,50.814392,5841.364,7154.478,49991.477,9.511525,-47.16961,1.5273944,-43.20918,-52.210953,12755.6426
1122,-115619820,-95924103.51,-126512257.6,6718.3439,9523.205605,626.7401308,0,0,0,4705212,6655041.5,4189.859305,5926.127783,22287034,185284.11,22732906,21719250,3.17431E+11,3.79793E+11,1.75712E+12,67565027000,151.7449,70.26031,440.25516,58.21218,6422.2188,7848.8228,61309.258,12.997889,-49.236984,1.5119855,-45.34436,-53.26124,12766.87875
1123,-122919080,-95497462.32,-134348603.5,8047.8257,10850.11368,750.7646835,434.44284,434.44284,434.44284,4707963,6655476,4188.579181,5921.241993,22255400,145508.58,22579688,21794352,3.34927E+11,4.13049E+11,1.8303E+12,64366854000,147.16762,67.289246,394.64618,63.016033,5773.382,7160.5474,48260.242,10.474925,-51.709503,1.5165721,-48.110893,-56.327198,12778.21791
1124,-121873110,-95095000.59,-133213149.7,17812.975,20612.69747,1661.734863,0,0,0,4710582,6655476,4187.184,5915.978667,22303636,184102.12,22768358,21844152,3.89997E+11,4.4111E+11,1.86893E+12,67122380000,151.72916,69.00817,473.08466,62.309525,6660.922,7592.8086,46623.926,34.622932,-53.353905,1.3012282,-50.3469,-56.203365,12789.78319
1125,-119452140,-94652818.87,-130599504.6,80644.555,83441.72014,7523.160424,0,0,0,4712962,6655476,4185.579041,5910.724689,22390702,163304.78,22855688,21949078,3.63344E+11,4.12542E+11,1.7734E+12,62667555000,162.2165,69.76268,461.33755,72.741806,8134.601,7784.611,54497.734,50.34561,-54.47873,1.4254733,-50.39423,-59.308823,12801.89358
1126,-114367580,-94157069.98,-125122320.8,66294.324,69088.93997,6184.457645,0,0,0,4714881,6655476,4183.567879,5905.480035,22447162,167687.8,22956552,22062442,3.74092E+11,4.55609E+11,2.39766E+12,74436985000,179.88593,83.87877,619.8714,74.44689,9322.416,8655.641,74893.31,213.07013,-56.06609,1.7538078,-51.05361,-59.850315,12814.15777
1127,-118051896,-94545293.93,-129072502,5319.9802,8112.055132,496.2897309,0,0,0,4717155,6655476,4181.875,5900.244681,22506550,167647.62,22972464,22086548,3.00065E+11,4.05569E+11,1.95559E+12,67321550000,164.21382,76.63637,529.7586,73.125175,10391.208,9655.909,53545.68,265.40405,-58.399246,1.5424175,-54.847168,-63.419907,12825.859
1128,-119857096,-94785097.47,-131002522.2,113584.336,116373.878,10596.04311,0,0,0,4719594,6655476,4180.331267,5895.018601,22627802,182446.28,23083132,22122804,3.37319E+11,4.18869E+11,2.13348E+12,67973165000,171.60594,84.33724,603.65656,70.96343,14656.865,13675.772,101146.945,625.8649,-60.843594,1.8020283,-56.49736,-65.40205,12837.46906
1129,-113245990,-94949941.6,-123884328.4,54360.47,57147.48714,5071.173578,0,0,0,4721456,6655476,4178.279646,5889.80177,22696350,173349.97,23054562,22204678,3.60778E+11,4.33967E+11,2.06611E+12,73757810000,180.13184,76.02574,581.70496,70.43442,17767.137,15460.838,120372.49,957.9844,-61.869373,1.7477173,-58.202164,-66.86537,12849.02561
