Epoch,AverageEpRet,MaxEpRet,MinEpRet,AverageEpCost1,MaxEpCost1,MinEpCost1,AverageEpCost2,MaxEpCost2,MinEpCost2,CumulativeCost1,CumulativeCost2,CostRate1,CostRate2,AverageLossPi,StdLossPi,MaxLossPi,MinLossPi,AverageLossQR1,StdLossQR1,MaxLossQR1,MinLossQR1,AverageLossQC1,StdLossQC1,MaxLossQC1,MinLossQC1,AverageLossQC2,StdLossQC2,MaxLossQC2,MinLossQC2,AveragePiEntropy,StdPiEntropy,MaxPiEntropy,MinPiEntropy,TotalTime
7191,-91001900.28,-85223188.45,-94494333.91,748,1474.810375,69.77934217,4287.9766,4287.9766,4287.9766,2216061,25416710,3207.034732,36782.50362,22476935.61,268394.4,22926474.32,22027396.9,2.34353E+11,2.68942E+11,5.24678E+11,54831230000,45.211475,56.56271,460.47882,5.610065,3432.7507,2244.716,12243.615,320.2823,-54.15531939,2.00787,-59.57085133,-48.73978745,7987.978081
7192,-91325804.75,-85526524.67,-94830669.06,712,1403.830196,66.42097811,4571.3447,4571.3447,4571.3447,2218253,25421280,3205.567919,36735.95376,22558273.54,246577.88,23009439.01,22107108.07,2.75113E+11,3.38404E+11,6.50356E+11,52057403000,38.609364,41.03662,390.2348,6.07813,3144.9404,2360.4316,18141.145,437.53833,-53.86707059,2.0269752,-59.25377764,-48.48036353,7999.534428
7193,-91887531.73,-86052581.42,-95413953.77,727,1433.405271,67.82029647,27426.125,27426.125,27426.125,2220866,25448708,3204.712843,36722.52237,22609549.02,242312.5,23061740,22157358.04,2.63701E+11,3.16985E+11,7.40968E+11,52783120000,46.07445,50.46698,289.19928,9.341996,3091.588,2082.203,10492.1875,297.06415,-53.20817625,1.8039575,-58.52899387,-47.88735862,8010.595654
7194,-92895317.83,-86996372.1,-96460416.27,683,1346.651719,63.71562928,8590.182,8590.182,8590.182,2223938,25457298,3204.521614,36681.98559,22630870.11,234382.64,23083487.51,22178252.71,2.86753E+11,3.36024E+11,6.8879E+11,53309260000,41.70713,45.82954,283.3258,6.501713,3454.6196,2192.9775,15127.5625,551.90594,-53.27194866,2.424247,-58.59914352,-47.94475379,8021.800234
7195,-94068165.58,-88094742.84,-97678275.09,677,1334.821689,63.15590194,14097.698,14097.698,14097.698,2227096,25471394,3204.454676,36649.48777,22691233.21,252265.08,23145057.87,22237408.55,2.33222E+11,2.88333E+11,4.6693E+11,54886203000,46.84142,40.557724,213.55614,6.6978297,3491.4248,2582.6277,16179.926,769.383,-52.25391869,1.930409,-57.47931056,-47.02852682,8032.633227
7196,-93379092.28,-87449426.38,-96962756.82,669,1319.048316,62.40959881,35102.05,35102.05,35102.05,2231224,25506498,3205.781609,36647.26724,22833992.68,254656.27,23290672.53,22377312.82,2.543E+11,2.9278E+11,5.8977E+11,55137110000,34.706413,29.557259,171.34369,5.419313,2993.5376,1936.3568,11651.443,660.2012,-52.05668905,1.9088001,-57.26235796,-46.85102015,8043.15354
7197,-92949261.09,-87046889.9,-96516429.74,593,1169.201273,55.31971913,39835.977,39835.977,39835.977,2234433,25546332,3205.786227,36651.83931,22966089.14,248274.03,23425410.92,22506767.36,2.49899E+11,2.70682E+11,3.93545E+11,55660990000,35.71461,31.780182,191.50806,6.325655,4208.6836,2323.5981,13464.863,1139.811,-53.18378146,2.0675044,-58.5021596,-47.86540331,8054.121352
7198,-93023523.91,-87116436.97,-96593542.59,673,1326.935003,62.78275037,15632.807,15632.807,15632.807,2238777,25561966,3207.416905,36621.72779,23091645.86,225666.62,23553478.78,22629812.95,2.83793E+11,3.34048E+11,7.64293E+11,57298104000,35.30771,29.069763,156.4769,6.6446204,4000.3625,2751.3594,17173.807,541.76794,-52.59111586,2.1858413,-57.85022745,-47.33200428,8065.140824
7199,-92829388.5,-86934629.35,-96391956.73,672,1324.963331,62.68946248,1179.9406,1179.9406,1179.9406,2240578,25563146,3205.404864,36571.02432,23159458.57,280888.6,23622647.75,22696269.4,2.92638E+11,3.23317E+11,7.59967E+11,57535300000,31.427576,28.086287,138.14455,6.173043,3672.7644,2230.3772,15118.241,961.02673,-53.38628481,1.6955929,-58.72491329,-48.04765633,8076.539609
7200,-92640989.13,-86758193.52,-96196327.04,580,1143.569542,54.10697655,16352.794,16352.794,16352.794,2242855,25579498,3204.078571,36542.14,23274056.37,236768.03,23739537.5,22808575.24,2.46438E+11,2.95375E+11,6.40596E+11,56075362000,30.291885,28.06096,190.17087,5.4753103,3856.3694,2669.0142,16462.74,689.8642,-52.77249554,1.7250389,-58.0497451,-47.49524599,8088.022268
7201,-92855731.63,-86959299.66,-96419310.85,599,1181.031303,55.87944647,19260.58,19260.58,19260.58,2246287,25598760,3204.403709,36517.4893,23363039.14,241198.94,23830299.93,22895778.36,2.29407E+11,2.27734E+11,2.23019E+11,55744102000,33.70844,28.890759,144.27838,7.0839424,4204.5405,2652.8901,16826.283,462.86588,-52.14203621,1.7571545,-57.35623983,-46.92783259,8099.923079
7202,-92724515.46,-86836415.85,-96283058.92,543,1070.617692,50.6553246,22852.982,22852.982,22852.982,2249584,25621612,3204.535613,36498.02279,23490037.41,306227.72,23959838.16,23020236.66,2.14595E+11,2.52381E+11,4.78294E+11,47590506000,27.756508,25.07312,190.37343,4.9540496,4108.5093,2471.503,13969.735,1035.0513,-51.72877432,1.7216513,-56.90165175,-46.55589689,8111.997701
7203,-95569022.79,-89500294.11,-99236731.58,628,1238.20978,58.5847953,17594.912,17594.912,17594.912,2253177,25639208,3205.088193,36471.13514,23588231.82,279729.9,24059996.45,23116467.18,2.36385E+11,2.98293E+11,8.10466E+11,51417645000,33.583473,31.05676,196.82404,6.3537645,4246.6636,2493.701,14681.089,836.4537,-51.26220981,1.685428,-56.38843079,-46.13598883,8122.946402
7204,-95018818.06,-88985027.94,-98665411.32,641,1263.841511,59.79753788,2060.0688,2060.0688,2060.0688,2255732,25641268,3204.164773,36422.25568,23726882.76,281686.06,24201420.42,23252345.11,2.62218E+11,2.82359E+11,7.18105E+11,52469965000,26.512873,23.674133,126.953026,5.246025,4096.3936,2208.57,14092.354,367.61176,-51.2784971,1.7741127,-56.40634681,-46.15064739,8133.865606
7205,-95299170.11,-89247577.35,-98956522.61,755,1488.612076,70.4323574,75025.48,75025.48,75025.48,2258234,25716292,3203.168794,36477.00993,23847548.79,319148.03,24324499.77,23370597.82,2.43551E+11,2.65663E+11,4.91933E+11,57275535000,27.329872,23.801857,132.73312,4.4223742,5323.899,3027.1091,15245.826,659.59314,-51.42121016,1.5586077,-56.56333117,-46.27908914,8145.318353
7206,-95542072.8,-89475055.48,-99208747.32,774,1526.073837,72.20482733,9784.183,9784.183,9784.183,2261104,25726076,3202.696884,36439.20113,23871404.25,312956.34,24348832.34,23393976.17,2.53673E+11,2.80429E+11,4.71235E+11,53108548000,27.949463,25.32276,136.59084,4.7739005,4379.8125,2402.3093,13338.957,822.4456,-51.07434644,1.6437409,-56.18178109,-45.9669118,8157.036252
7207,-96207956.23,-90098654.64,-99900185.75,748,1474.810375,69.77934217,30758.098,30758.098,30758.098,2264908,25756834,3203.547383,36431.16549,23913060.44,337842.34,24391321.65,23434799.23,2.648E+11,2.92099E+11,4.97805E+11,55118897000,26.262424,22.555847,140.154,5.133698,4557.6436,2441.8665,22922.607,718.85474,-50.41719078,1.6832421,-55.45890986,-45.37547171,8168.486348
7208,-92901657.07,-87002308.79,-96466998.79,763,1504.385449,71.17866053,20246.08,20246.08,20246.08,2268909,25777080,3204.673729,36408.30508,23960131.62,296141.06,24439334.25,23480928.99,2.03764E+11,2.55109E+11,6.45349E+11,55003824000,28.641733,29.99816,201.93594,3.9911165,4664.4546,2401.8252,13424.454,1107.6973,-49.80274286,1.6536025,-54.78301715,-44.82246858,8180.068111
7209,-92355491.46,-86490825.25,-95899872.67,563,1110.051124,52.52108241,9102.684,9102.684,9102.684,2272539,25786184,3205.273625,36369.79408,23910340.66,306695.7,24388547.47,23432133.85,2.24267E+11,2.5302E+11,4.34487E+11,54377615000,25.473745,22.054396,119.30616,5.883341,4553.0625,2607.9358,13544.771,939.67505,-49.159714,1.5739788,-54.0756854,-44.2437426,8191.574526
7210,-91585267.04,-85769510.85,-95100088.89,800,1577.337299,74.63031248,3782.9048,3782.9048,3782.9048,2275427,25789966,3204.826761,36323.89577,23869641,311029.84,24347033.82,23392248.18,2.03444E+11,2.25811E+11,2.76411E+11,51883254000,27.088707,25.588243,189.19789,4.913268,3973.8274,2063.3298,11317.614,580.846,-48.57812364,1.6823716,-53.43593601,-43.72031128,8203.204915
7211,-92088711.22,-86240985.82,-95622854.04,542,1068.64602,50.56203671,248.67406,248.67406,248.67406,2278461,25790216,3204.586498,36273.15893,23847055.18,280127.28,24323996.28,23370114.08,2.27291E+11,2.52148E+11,3.42267E+11,57581486000,30.233181,31.019814,182.15468,4.546043,3978.4766,2067.5632,14610.141,1080.5238,-48.23596191,1.5374762,-53.0595581,-43.41236572,8214.866919
7212,-92927443.51,-87026457.76,-96493774.85,814,1604.940702,75.93634295,15453.42,15453.42,15453.42,2280729,25805668,3203.271067,36243.91573,23920314.81,283876.5,24398721.11,23441908.52,2.66874E+11,2.73537E+11,4.43353E+11,58579956000,31.010553,33.859188,178.61057,5.226175,4201.1733,2278.6125,12830.041,666.0807,-47.28022071,2.2396705,-52.00824278,-42.55219864,8226.246429
7213,-94023837.75,-88053229.87,-97632246.06,752,1482.697061,70.15249373,23237.146,23237.146,23237.146,2284392,25828906,3203.915849,36225.67461,23924897.3,295359.03,24403395.25,23446399.36,2.17863E+11,2.56503E+11,6.5563E+11,63116534000,25.605236,26.534014,141.9467,5.3249764,4087.6313,2472.961,13466.33,779.5392,-46.43072767,1.6332707,-51.07380044,-41.78765491,8238.399608
7214,-94701875.96,-88688211.97,-98336305.74,549,1082.447722,51.21505194,25903.395,25903.395,25903.395,2286779,25854810,3202.771709,36211.21849,23884954.02,280566.44,24362653.1,23407254.94,2.9143E+11,3.3009E+11,7.42772E+11,58964490000,27.586748,26.080252,205.6098,4.7080617,3922.8914,1966.4761,13454.597,1031.1451,-46.47907593,1.7958502,-51.12698352,-41.83116833,8250.248785
7215,-94278177.9,-88291419.17,-97896347.17,763,1504.385449,71.17866053,23158.084,23158.084,23158.084,2288773,25877968,3201.081119,36192.96224,23909910.9,281282.97,24388109.12,23431712.68,2.55465E+11,2.84872E+11,5.27141E+11,54932853000,26.091694,28.625122,173.7113,4.884029,3873.0706,1408.619,10353.974,1379.2551,-46.61452865,2.0784712,-51.27598151,-41.95307578,8261.573698
7216,-94321816.43,-88332286.61,-97941660.45,768,1514.243807,71.64509998,13434.208,13434.208,13434.208,2291139,25891402,3199.914804,36161.17598,23951373.08,270437.97,24430400.54,23472345.62,2.25072E+11,2.53774E+11,3.56508E+11,55887500000,27.227724,27.457144,177.68181,6.1049547,3634.6924,1666.3414,10948.03,723.68353,-47.21367483,1.771227,-51.93504231,-42.49230735,8273.266651
7217,-94915364.11,-88888143.41,-98557987.06,543,1070.617692,50.6553246,7697.846,7697.846,7697.846,2294239,25899100,3199.775453,36121.47838,23921827.58,278855.62,24400264.13,23443391.02,2.62288E+11,2.62088E+11,4.51553E+11,63726000000,31.350533,31.704954,163.53503,5.553959,4054.925,1792.4869,9891.781,928.3959,-48.14044478,2.107351,-52.95448926,-43.32640031,8284.940918
7218,-95185373.01,-89141006.48,-98838358.25,758,1494.527091,70.71222108,35823,35823,35823,2297480,25934922,3199.832869,36121.06128,23849975.1,275316.2,24326974.61,23372975.6,2.43609E+11,2.74758E+11,7.61092E+11,57744270000,26.420872,28.92191,215.17787,4.6335773,3629.4338,1496.0472,7871.1997,1005.3138,-48.6825595,2.0860112,-53.55081545,-43.81430355,8296.193818
7219,-96645172.85,-90508107.57,-100354181.7,642,1265.813183,59.89082577,47834.19,47834.19,47834.19,2301655,25982756,3201.189152,36137.35188,23755802.04,280477.75,24230918.08,23280686,2.54288E+11,2.58477E+11,3.51668E+11,60103213000,27.860035,27.91632,157.54823,4.6694317,4265.7183,1795.3423,12574.3125,1175.0547,-49.33357299,2.298724,-54.26693029,-44.40021569,8307.705044
7220,-99616634.25,-93290878.19,-103439680.6,415,818.2437239,38.7144746,39632.13,39632.13,39632.13,2305671,26022388,3202.320833,36142.20556,23660324.95,269811.88,24133531.45,23187118.45,2.40928E+11,3.05211E+11,9.46508E+11,59413430000,28.871077,31.419794,181.1018,6.184661,4442.81,2017.9475,11058.033,857.45825,-49.43303054,2.1403964,-54.3763336,-44.48972749,8318.701023
7221,-99143627.33,-92847907.69,-102948520.8,831,1638.45912,77.52223709,38770.715,38770.715,38770.715,2307585,26061160,3200.533981,36145.85298,23478239.84,303557.1,23947804.63,23008675.04,2.37998E+11,2.81785E+11,5.47588E+11,61228870000,25.850594,27.40767,151.67162,6.255323,4676.9126,2204.0374,13048.547,1095.3256,-49.21124821,2.3023744,-54.13237304,-44.29012339,8330.74482
7222,-100376144.1,-94002158.41,-104228338.6,327,644.736621,30.50514023,82504.836,82504.836,82504.836,2310411,26143664,3200.015235,36210.06094,23417521.88,345218.66,23885872.31,22949171.44,2.6289E+11,3.18476E+11,1.05274E+12,61399003000,30.414024,32.377098,192.34787,5.4689255,6299.32,2991.5112,19774.709,1770.8473,-49.10121353,2.6795378,-54.01133488,-44.19109218,8341.580762
7223,-99856881.25,-93515869.27,-103689147.7,739,1457.06533,68.93975115,16254.079,16254.079,16254.079,2312050,26159918,3197.856155,36182.4592,23295109.78,370533.8,23761011.98,22829207.59,2.06686E+11,2.3519E+11,4.09038E+11,54800470000,24.830645,29.600973,209.03287,5.626594,5531.9717,2233.865,13619.482,955.22235,-49.30646063,2.69013,-54.23710669,-44.37581456,8354.546762
7224,-99104627.16,-92811384.06,-102908023.9,839,1654.232492,78.26854021,83256.234,83256.234,83256.234,2315403,26243174,3198.070442,36247.4779,23223010.51,349549.06,23687470.72,22758550.3,3.10037E+11,4.45709E+11,2.02516E+12,62105270000,28.48066,29.946993,170.27423,6.3310704,6342.6377,2965.418,21305.723,1301.7345,-51.97844077,2.9282303,-57.17628485,-46.7805967,8365.573964
7225,-96248230.56,-90136371.51,-99942005.71,746,1470.867031,69.59276639,23733.664,23733.664,23733.664,2317706,26266908,3196.835862,36230.21793,23154732.42,396801.62,23617827.07,22691637.77,2.81431E+11,3.39144E+11,8.7365E+11,59590140000,24.90249,27.1272,144.69225,5.3936777,5881.1714,2464.2673,15382.639,1229.0546,-51.43481003,3.4183059,-56.57829103,-46.29132903,8377.207677
7226,-95683763.11,-89607748.31,-99355875.36,387,763.0369185,36.10241366,32763.537,32763.537,32763.537,2319330,26299672,3194.669421,36225.44353,23073835.31,370685.8,23535312.02,22612358.6,3.00409E+11,3.74626E+11,9.4212E+11,56754516000,25.486732,27.526293,141.97348,4.933862,6008.9673,2403.1965,17061.832,1601.7672,-51.55025193,3.690717,-56.70527712,-46.39522674,8389.500503
7227,-93299509.43,-87374897.12,-96880119.77,751,1480.72539,70.05920584,9223.413,9223.413,9223.413,2321401,26308896,3193.123796,36188.30261,23018615.84,367881.38,23478988.16,22558243.53,3.12549E+11,4.00264E+11,9.6951E+11,57037480000,21.852833,19.163923,141.7161,6.382909,5756.763,2462.4954,16188.269,1460.5746,-52.11605443,3.4104915,-57.32765987,-46.90444899,8401.292715
7228,-93733546.82,-87781372.71,-97330814.47,573,1129.767841,53.45396131,10222.949,10222.949,10222.949,2323161,26319118,3191.15522,36152.63462,22945625.12,385609.9,23404537.62,22486712.62,3.00327E+11,3.96254E+11,8.17509E+11,57205297000,28.85704,27.89438,177.02501,7.1941004,5921.794,2276.9036,15118.988,2016.193,-51.58309175,4.3081055,-56.74140093,-46.42478258,8413.111405
7229,-96026689.83,-89928898.84,-99711962.78,812,1600.997359,75.74976717,13092.157,13092.157,13092.157,2326347,26332210,3191.148148,36121.00137,22828511.37,376263.66,23285081.6,22371941.15,3.27803E+11,3.92209E+11,1.0315E+12,58761830000,25.430414,24.264208,151.65556,6.0635414,5894.36,2437.095,16258.577,1719.2125,-51.79541777,4.146584,-56.97495955,-46.61587599,8425.413221
7230,-95499632.87,-89435310.53,-99164678.65,793,1563.535598,73.97729725,16898.336,16898.336,16898.336,2327696,26349108,3188.624658,36094.66849,22763406.16,356444.38,23218674.28,22308138.04,3.69344E+11,4.99386E+11,1.75468E+12,52495487000,23.661524,22.42565,160.76785,5.910892,5336.9287,2121.4453,13149.694,1267.9401,-50.99462428,3.325754,-56.0940867,-45.89516185,8438.441006
7231,-96504585.65,-90376447.8,-100208199.1,744,1466.923688,69.40619061,92320.52,92320.52,92320.52,2330501,26441430,3188.099863,36171.58687,22741839.49,398143.34,23196676.28,22287002.7,3.47647E+11,4.35132E+11,1.33257E+12,63848305000,24.525694,23.7282,175.50993,5.5622153,6301.091,2455.9583,15013.162,2114.4832,-51.48255462,4.863716,-56.63081008,-46.33429916,8449.663824
7232,-96826465.51,-90677887.96,-100542431.9,909,1792.249506,84.79869256,7944.728,7944.728,7944.728,2332420,26449374,3186.36612,36133.02459,22602963.84,370000.88,23055023.12,22150904.56,3.58247E+11,4.69557E+11,1.02885E+12,60559360000,22.28322,24.70293,135.7712,5.6749344,5991.61,2262.497,13305.54,1797.7222,-52.6752628,3.784262,-57.94278908,-47.40773652,8460.189586
7233,-95691419.92,-89614918.9,-99363826.02,722,1423.546912,67.35385701,38849.902,38849.902,38849.902,2334902,26488224,3185.405184,36136.73124,22476828.78,375655.72,22926365.36,22027292.21,3.3918E+11,4.05128E+11,1.19075E+12,58251088000,24.730259,27.895248,172.1906,6.5508103,6417.6567,2625.969,21405.678,1663.9517,-53.56350628,4.400559,-58.91985691,-48.20715566,8471.613765
7234,-92032793.22,-86188618.67,-95564790.05,958,1888.861416,89.3697992,27913.504,27913.504,27913.504,2337294,26516138,3184.324251,36125.52861,22365117.76,382884.7,22812420.11,21917815.4,3.74242E+11,4.74775E+11,1.19692E+12,64751305000,24.66991,25.735588,172.46912,5.950101,6616.1943,2597.6055,16010.721,1402.4517,-54.87538921,3.5507522,-60.36292813,-49.38785029,8483.064786
7235,-93523333.54,-87584508.18,-97112533.71,685,1350.595062,63.90220506,12583.903,12583.903,12583.903,2339458,26528722,3182.936054,36093.49932,22312890.66,357221.5,22759148.47,21866632.85,3.77843E+11,4.73062E+11,1.13663E+12,58582954000,26.10868,24.110647,141.56303,4.529371,5901.1333,2302.1667,14884.155,1566.5903,-56.26971321,4.9368324,-61.89668453,-50.64274189,8493.862445
7236,-92293495.34,-86432765.94,-95835497.29,932,1837.597954,86.94431404,3758.335,3758.335,3758.335,2341347,26532480,3181.177989,36049.56522,22160467.7,373176.34,22603677.05,21717258.34,4.11042E+11,4.67047E+11,1.44018E+12,75103700000,25.569788,25.223658,183.09146,6.8873262,5766.565,2402.1997,13527.016,1823.1664,-57.9469196,4.0426054,-63.74161156,-52.15222764,8504.926167
7237,-91701971.26,-85878804.23,-95221271.93,829,1634.515776,77.33566131,23181.26,23181.26,23181.26,2343890,26555660,3180.312076,36032.10312,22104954.76,388920.2,22547053.86,21662855.67,3.92948E+11,4.32568E+11,9.89472E+11,66898674000,26.87687,23.84919,150.69461,8.57893,6357.053,2568.6868,14435.652,1224.9021,-59.32850686,3.6484408,-65.26135755,-53.39565618,8517.208239
7238,-91841986.66,-86009928.51,-95366660.79,546,1076.532707,50.93518827,6443.655,6443.655,6443.655,2346388,26562104,3179.387534,35992.01084,21952551.44,393367.7,22391602.47,21513500.42,3.89211E+11,4.71202E+11,9.37221E+11,54238745000,29.52561,29.599092,199.10043,7.6808977,5701.015,2313.2397,12372.713,1245.9093,-60.41006307,3.869099,-66.45106938,-54.36905676,8528.42241
7239,-92859685.38,-86963002.34,-96423416.33,399,786.696978,37.22186835,9735.195,9735.195,9735.195,2348537,26571840,3177.993234,35956.48173,21882566.59,388779.78,22320217.93,21444915.26,3.70725E+11,4.14812E+11,1.04173E+12,65445814000,25.991333,26.438662,171.95607,5.4196525,4959.9663,2015.2063,13939.843,1166.3845,-60.25138607,3.7116683,-66.27652467,-54.22624746,8539.966808
7240,-92100788.7,-86252296.36,-95635395.02,442,871.4788578,41.23324765,11053.877,11053.877,11053.877,2349858,26582894,3175.483784,35922.82973,21862335.87,358166.2,22299582.59,21425089.15,3.4903E+11,3.90535E+11,7.59837E+11,66697327000,29.529863,25.70409,137.76677,9.232472,5393.335,2139.4158,12709.076,1861.4384,-61.46756824,2.9948156,-67.61432506,-55.32081141,8551.248275
7241,-92243436.46,-86385885.85,-95783517.26,523,1031.184259,48.78956678,19861.832,19861.832,19861.832,2352145,26602756,3174.28475,35901.1552,21865798.52,350561.53,22303114.49,21428482.55,3.39864E+11,4.09824E+11,7.12964E+11,61162390000,28.656178,28.863403,213.44612,8.153206,5691.7983,2185.9226,13455.832,1494.5446,-61.00670635,3.0577374,-67.10737698,-54.90603571,8563.164037
7242,-92158556.46,-86306395.82,-95695379.78,388,765.0085901,36.19570155,10977.176,10977.176,10977.176,2354216,26613732,3172.797844,35867.56334,21826119.24,369699.56,22262641.62,21389596.85,2.98552E+11,3.6257E+11,8.77818E+11,59558605000,29.610039,28.558828,220.2989,7.8300705,5010.576,1999.0941,12436.596,1336.6582,-60.0571592,3.1157856,-66.06287513,-54.05144328,8574.890803
7243,-92985159.93,-87080509.14,-96553706.29,934,1841.541297,87.13088982,8080.083,8080.083,8080.083,2356638,26621812,3171.787349,35830.1642,21838988.76,349466,22275768.53,21402208.98,2.96926E+11,3.83939E+11,9.57174E+11,61117740000,25.999018,20.808147,144.867,8.675083,5389.1265,2260.6497,13767.885,1177.8702,-59.96551464,3.6980474,-65.96206611,-53.96896318,8585.73741
7244,-92727803.09,-86839494.71,-96286472.72,501,987.8074836,46.73723319,10615.55,10615.55,10615.55,2358791,26632428,3170.418011,35796.27419,21811429.98,365942.7,22247658.58,21375201.38,3.51151E+11,4.17794E+11,6.70775E+11,63254254000,28.042608,20.612446,128.41068,8.87344,5371.5176,1996.6573,11817.743,1248.163,-60.41450292,2.9121628,-66.45595322,-54.37305263,8596.752945
7245,-93144405.44,-87229642.39,-96719063.26,444,875.422201,41.41982343,29291.791,29291.791,29291.791,2361517,26661720,3169.821477,35787.54362,21777907.34,367539.72,22213465.49,21342349.2,2.9578E+11,3.56696E+11,1.43108E+12,53254420000,30.024359,22.60271,130.5375,9.628561,5695.3145,2097.7556,14272.756,1715.3651,-60.12133346,2.6993039,-66.13346681,-54.10920012,8607.713875
7246,-94601346.28,-88594066.03,-98231917.98,506,997.6658417,47.20367264,18584.521,18584.521,18584.521,2364070,26680304,3168.994638,35764.48257,21712554.1,332953.9,22146805.18,21278303.01,3.15941E+11,4.04611E+11,9.50293E+11,56619320000,27.505962,20.599619,175.64154,9.785993,5682.3,2258.107,14235.845,1679.7366,-58.967138,3.4696813,-64.8638518,-53.0704242,8618.721138
7247,-94108286.62,-88132316.15,-97719935.88,387,763.0369185,36.10241366,25309.572,25309.572,25309.572,2366604,26705614,3168.144578,35750.48728,21696909.54,373552.34,22130847.73,21262971.35,2.87264E+11,3.22967E+11,5.26199E+11,65758250000,30.170567,21.608015,134.78232,8.988828,5357.375,2266.5168,16774.05,1252.6906,-57.99214931,3.602486,-63.79136425,-52.19293438,8630.126311
7248,-93169835.71,-87253457.82,-96745469.48,710,1399.886853,66.23440233,45496.41,45496.41,45496.41,2369530,26751110,3167.820856,35763.51604,21659776.9,327786.9,22092972.44,21226581.37,3.70751E+11,4.5414E+11,9.12166E+11,60717680000,31.577393,21.369772,116.27739,9.081815,5592.5923,2116.1433,13027.659,2012.8876,-56.65236097,2.9362,-62.31759707,-50.98712487,8641.372394
7249,-92834703.54,-86939606.87,-96397475.75,485,956.2607376,45.24462694,740.22217,740.22217,740.22217,2371420,26751850,3166.11482,35716.75567,21603623.01,326406.75,22035695.47,21171550.55,3.19028E+11,3.97654E+11,1.02134E+12,62142685000,29.982206,17.912102,103.78367,11.080665,5336.2188,1998.3615,15095.826,1289.1416,-56.78362444,2.7467613,-62.46198689,-51.105262,8653.60778
7250,-92505938.47,-86631718.72,-96056093.47,698,1376.226794,65.11494764,4325.6313,4325.6313,4325.6313,2374138,26756176,3165.517333,35674.90133,21598124.52,367764.8,22030087.01,21166162.03,3.37227E+11,3.67105E+11,6.16323E+11,63660163000,28.965487,17.212717,126.9866,8.381764,4980.659,2095.613,15536.872,1803.8995,-56.17079012,2.5196204,-61.78786914,-50.55371111,8665.393866
7251,-90786479.48,-85021447.09,-94270645.78,679,1338.765033,63.34247772,10088.734,10088.734,10088.734,2376385,26766264,3164.294274,35640.83089,21642236.49,359097.4,22075081.22,21209391.76,3.66816E+11,4.09501E+11,1.05552E+12,56623354000,31.562761,19.482365,110.59266,9.276081,5283.878,1958.8711,12647.875,1241.0898,-55.97527256,3.0917392,-61.57279981,-50.3777453,8676.858957
7252,-92001159.11,-86158993.35,-95531941.9,500,985.835812,46.6439453,19107.338,19107.338,19107.338,2378172,26785372,3162.462766,35618.84574,21690474.17,345939.25,22124283.65,21256664.68,3.56115E+11,4.21472E+11,1.36453E+12,58815152000,30.730816,19.539219,132.12495,9.277304,5049.144,2360.088,25083.324,1455.0486,-55.9587218,2.635424,-61.55459398,-50.36284962,8687.919587
7253,-93134774.47,-87220623,-96709062.68,534,1052.872647,49.81573358,4596.7407,4596.7407,4596.7407,2379885,26789968,3160.537849,35577.64675,21692968.01,365275.2,22126827.37,21259108.65,2.84254E+11,3.40619E+11,1.2163E+12,58570002000,37.188583,35.820908,283.67462,9.3834305,5166.2773,2161.6587,11648.766,1251.9441,-55.905295,2.9441035,-61.4958245,-50.3147655,8699.42921
7254,-94196769.33,-88215180.13,-97811814.35,674,1328.906675,62.87603827,28927.607,28927.607,28927.607,2381800,26818896,3158.885942,35568.82759,21691939.04,350363.28,22125777.82,21258100.26,3.33099E+11,3.78917E+11,6.54425E+11,52786560000,33.110855,24.169228,205.00162,9.745592,4630.2344,1852.9922,13000.282,1262.0813,-55.38666182,2.8690462,-60.925328,-49.84799564,8710.221113
7255,-94647977.74,-88637736.35,-98280339.04,568,1119.909482,52.98752186,27015.61,27015.61,27015.61,2384552,26845912,3158.34702,35557.49934,21660852.54,322302.5,22094069.59,21227635.49,3.07036E+11,3.47208E+11,9.16914E+11,56295285000,29.86458,23.919846,222.15097,9.47587,4563.151,1792.6927,11189.655,1474.3279,-56.01706305,2.1630878,-61.61876935,-50.41535674,8721.398772
7256,-97994013.47,-91771295.46,-101754787.6,546,1076.532707,50.93518827,34838.03,34838.03,34838.03,2387757,26880750,3158.40873,35556.54762,21643582.26,296658.22,22076453.9,21210710.61,3.39553E+11,3.8932E+11,8.75616E+11,54006604000,35.290775,28.592407,176.21172,10.167309,4713.285,1783.9136,11389.494,1148.3495,-55.8820135,2.4810078,-61.47021485,-50.29381215,8732.471535
7257,-99509205.86,-93190271.62,-103328129.4,753,1484.668733,70.24578162,30519.268,30519.268,30519.268,2390285,26911270,3157.575958,35549.89432,21608621.76,297089.7,22040794.19,21176449.32,2.8007E+11,3.41356E+11,8.16089E+11,62666998000,42.814804,49.30771,396.63248,8.520261,4745.733,2834.1528,33769.09,1718.1803,-56.72048009,2.3201005,-62.3925281,-51.04843208,8743.678296
7258,-98202564.16,-91966602.97,-101971341.9,624,1230.323093,58.21164374,90804.57,90804.57,90804.57,2393326,27002074,3157.422164,35622.78892,21544417.82,321002.2,21975306.17,21113529.46,3.01194E+11,3.55339E+11,9.35514E+11,53641196000,37.141586,36.735626,312.90265,8.891268,7524.1313,6202.101,52420.754,1503.6608,-57.45515795,2.5133054,-63.20067374,-51.70964215,8755.130412
